                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 1.5159,                 1.0673,                 1.2091,                 0.7064,                0.75008,                0.71208,                0.45012,                 1.4196,                 1.3816,                 1.0804,                0.00505,                0.00505,                0.00505
                    153,                  1.508,                 1.0675,                 1.2045,                 0.7058,                0.74529,                0.71297,                0.44978,                 1.4203,                 1.3817,                 1.0803,               0.005017,               0.005017,               0.005017
                    154,                 1.5088,                 1.0611,                 1.2091,                0.70574,                0.74755,                 0.7154,                0.45056,                 1.4216,                 1.3774,                 1.0798,               0.004984,               0.004984,               0.004984
                    155,                 1.4946,                 1.0431,                 1.1993,                0.71008,                0.74088,                0.71493,                0.45142,                 1.4187,                 1.3815,                 1.0782,               0.004951,               0.004951,               0.004951
                    156,                 1.5135,                 1.0695,                 1.2043,                0.70975,                0.73939,                0.71627,                0.45146,                 1.4162,                 1.3819,                 1.0777,               0.004918,               0.004918,               0.004918
                    157,                 1.5032,                 1.0566,                  1.195,                0.71119,                0.73449,                0.71354,                0.45085,                 1.4144,                 1.3755,                 1.0768,               0.004885,               0.004885,               0.004885
                    158,                 1.5044,                  1.056,                 1.2002,                0.71556,                0.73667,                0.71384,                0.45117,                 1.4121,                 1.3732,                 1.0758,               0.004852,               0.004852,               0.004852
                    159,                 1.5103,                 1.0627,                 1.1999,                0.71035,                0.74429,                0.71496,                0.45219,                  1.411,                 1.3675,                 1.0756,               0.004819,               0.004819,               0.004819
                    160,                 1.4967,                 1.0546,                 1.2034,                0.71307,                0.74635,                0.71451,                0.45203,                 1.4123,                 1.3716,                 1.0756,               0.004786,               0.004786,               0.004786
                    161,                 1.5223,                 1.0752,                 1.2059,                0.71163,                0.74701,                0.71571,                0.45229,                 1.4091,                 1.3705,                 1.0751,               0.004753,               0.004753,               0.004753
                    162,                 1.4911,                  1.047,                 1.1955,                0.70964,                0.74429,                0.71633,                0.45334,                  1.409,                 1.3702,                 1.0747,                0.00472,                0.00472,                0.00472
                    163,                 1.4949,                 1.0602,                 1.1994,                0.70756,                0.74755,                0.71536,                 0.4518,                 1.4081,                 1.3683,                 1.0748,               0.004687,               0.004687,               0.004687
                    164,                 1.5098,                 1.0638,                 1.2093,                0.70911,                0.74646,                0.71473,                0.45282,                 1.4087,                 1.3693,                 1.0755,               0.004654,               0.004654,               0.004654
                    165,                 1.4867,                 1.0414,                   1.19,                0.71088,                0.74483,                0.71504,                0.45341,                 1.4085,                 1.3697,                 1.0755,               0.004621,               0.004621,               0.004621
                    166,                 1.5091,                 1.0545,                 1.1974,                 0.7088,                 0.7481,                0.71496,                0.45308,                 1.4076,                 1.3705,                 1.0755,               0.004588,               0.004588,               0.004588
                    167,                 1.4947,                 1.0481,                 1.1907,                0.70643,                0.75149,                0.71552,                 0.4538,                 1.4077,                 1.3729,                 1.0754,               0.004555,               0.004555,               0.004555
                    168,                 1.5054,                 1.0445,                 1.1987,                0.70986,                0.75077,                0.71465,                0.45401,                 1.4094,                 1.3762,                 1.0748,               0.004522,               0.004522,               0.004522
                    169,                 1.5015,                 1.0545,                 1.2076,                0.70968,                0.74742,                0.71405,                0.45352,                 1.4113,                 1.3804,                  1.075,               0.004489,               0.004489,               0.004489
                    170,                 1.4891,                 1.0449,                 1.1964,                0.70762,                0.75082,                0.71423,                0.45265,                 1.4123,                 1.3819,                 1.0747,               0.004456,               0.004456,               0.004456
                    171,                 1.4753,                 1.0301,                 1.1884,                0.71003,                0.74701,                0.71376,                0.45238,                 1.4133,                 1.3791,                 1.0748,               0.004423,               0.004423,               0.004423
                    172,                 1.4835,                 1.0373,                 1.1945,                0.70921,                 0.7481,                0.71257,                0.45197,                 1.4138,                 1.3789,                  1.075,                0.00439,                0.00439,                0.00439
                    173,                 1.4881,                 1.0469,                 1.1935,                0.71019,                0.74795,                0.71444,                0.45291,                 1.4151,                 1.3782,                 1.0752,               0.004357,               0.004357,               0.004357
                    174,                 1.4916,                 1.0348,                 1.2031,                0.70674,                0.74701,                0.71333,                0.45319,                 1.4142,                 1.3793,                 1.0752,               0.004324,               0.004324,               0.004324
                    175,                 1.4917,                 1.0344,                   1.19,                0.70616,                0.75027,                0.71435,                0.45286,                 1.4142,                 1.3819,                 1.0747,               0.004291,               0.004291,               0.004291
                    176,                 1.4861,                 1.0492,                 1.1966,                 0.7102,                0.74483,                0.71519,                0.45277,                 1.4136,                 1.3785,                 1.0746,               0.004258,               0.004258,               0.004258
                    177,                 1.5029,                 1.0434,                 1.2038,                 0.7132,                0.74279,                 0.7155,                0.45388,                 1.4147,                 1.3773,                 1.0747,               0.004225,               0.004225,               0.004225
                    178,                 1.5035,                 1.0452,                 1.1992,                0.71263,                0.74374,                0.71552,                0.45414,                 1.4163,                 1.3772,                 1.0752,               0.004192,               0.004192,               0.004192
                    179,                 1.4852,                 1.0246,                  1.185,                0.71386,                0.74111,                0.71505,                0.45468,                  1.415,                 1.3786,                 1.0745,               0.004159,               0.004159,               0.004159
                    180,                 1.4902,                 1.0309,                 1.1909,                0.70912,                0.74673,                0.71591,                0.45516,                  1.414,                 1.3811,                 1.0741,               0.004126,               0.004126,               0.004126
                    181,                 1.4716,                 1.0236,                 1.1852,                0.70932,                0.74701,                0.71618,                0.45548,                 1.4133,                 1.3809,                 1.0738,               0.004093,               0.004093,               0.004093
                    182,                 1.4817,                 1.0405,                 1.1882,                0.71499,                0.74538,                0.71685,                0.45631,                 1.4135,                 1.3785,                 1.0744,                0.00406,                0.00406,                0.00406
                    183,                 1.4794,                 1.0355,                 1.1865,                0.71329,                0.74715,                0.71737,                0.45734,                 1.4138,                 1.3802,                 1.0745,               0.004027,               0.004027,               0.004027
                    184,                 1.4759,                 1.0245,                 1.1866,                0.71025,                0.74864,                0.71724,                0.45791,                 1.4146,                  1.381,                 1.0749,               0.003994,               0.003994,               0.003994
                    185,                 1.4855,                 1.0211,                 1.1899,                0.71219,                0.74755,                0.71831,                0.45729,                 1.4148,                 1.3814,                 1.0745,               0.003961,               0.003961,               0.003961
                    186,                 1.4689,                  1.011,                 1.1848,                0.70868,                0.75175,                0.71852,                0.45805,                 1.4133,                 1.3792,                 1.0741,               0.003928,               0.003928,               0.003928
                    187,                 1.4914,                 1.0314,                 1.1944,                0.70919,                 0.7519,                0.71935,                0.45837,                 1.4134,                 1.3784,                  1.074,               0.003895,               0.003895,               0.003895
                    188,                 1.4799,                 1.0228,                 1.1926,                0.70051,                0.76483,                0.71863,                 0.4581,                 1.4125,                 1.3793,                 1.0735,               0.003862,               0.003862,               0.003862
                    189,                 1.4731,                 1.0175,                 1.1879,                0.70278,                0.76224,                0.71796,                0.45784,                  1.412,                   1.38,                 1.0734,               0.003829,               0.003829,               0.003829
                    190,                 1.4666,                 1.0078,                 1.1815,                0.70086,                0.76483,                0.71762,                0.45703,                 1.4129,                 1.3793,                 1.0735,               0.003796,               0.003796,               0.003796
                    191,                 1.4586,                 1.0089,                  1.174,                0.70644,                0.75545,                0.71775,                0.45708,                 1.4127,                 1.3801,                 1.0739,               0.003763,               0.003763,               0.003763
                    192,                 1.4914,                 1.0331,                 1.1977,                0.70615,                0.75734,                0.71752,                0.45712,                 1.4117,                 1.3796,                 1.0733,                0.00373,                0.00373,                0.00373
                    193,                 1.4766,                  1.009,                  1.182,                0.70741,                0.75636,                 0.7174,                0.45761,                 1.4115,                 1.3782,                 1.0731,               0.003697,               0.003697,               0.003697
                    194,                 1.4686,                 1.0045,                 1.1833,                0.70719,                0.76478,                0.71803,                0.45812,                 1.4107,                 1.3771,                 1.0729,               0.003664,               0.003664,               0.003664
                    195,                  1.477,                 1.0274,                 1.1865,                0.70046,                0.76823,                0.71772,                0.45739,                 1.4102,                 1.3754,                 1.0729,               0.003631,               0.003631,               0.003631
                    196,                 1.4787,                  1.023,                 1.1855,                0.70086,                0.76714,                0.71773,                0.45789,                 1.4099,                 1.3768,                 1.0728,               0.003598,               0.003598,               0.003598
                    197,                 1.4783,                 1.0132,                 1.1915,                0.70011,                0.76823,                0.71808,                0.45731,                 1.4086,                 1.3771,                 1.0723,               0.003565,               0.003565,               0.003565
                    198,                 1.4771,                 1.0135,                 1.1854,                0.69759,                0.77203,                0.71823,                0.45726,                 1.4085,                  1.376,                 1.0721,               0.003532,               0.003532,               0.003532
                    199,                 1.4803,                 1.0166,                 1.1894,                0.69485,                0.77203,                  0.718,                0.45785,                 1.4083,                  1.376,                  1.072,               0.003499,               0.003499,               0.003499
                    200,                 1.4632,                 1.0052,                 1.1899,                0.69368,                0.77149,                0.71814,                0.45888,                 1.4092,                 1.3764,                 1.0721,               0.003466,               0.003466,               0.003466
                    201,                 1.4642,                  1.008,                 1.1796,                0.69417,                0.77203,                0.71815,                0.45824,                 1.4081,                 1.3764,                 1.0714,               0.003433,               0.003433,               0.003433
                    202,                 1.4569,                 1.0052,                 1.1825,                0.69153,                0.77449,                0.71929,                0.45863,                 1.4076,                 1.3761,                 1.0714,                 0.0034,                 0.0034,                 0.0034
                    203,                 1.4507,                0.99622,                  1.172,                0.69132,                 0.7774,                0.71907,                 0.4592,                 1.4084,                 1.3743,                 1.0718,               0.003367,               0.003367,               0.003367
                    204,                 1.4502,                 1.0002,                 1.1785,                0.69099,                0.77693,                0.71944,                0.45874,                 1.4082,                 1.3759,                 1.0719,               0.003334,               0.003334,               0.003334
                    205,                 1.4585,                 1.0094,                 1.1775,                0.69065,                0.77618,                0.71954,                0.45878,                 1.4076,                 1.3759,                 1.0717,               0.003301,               0.003301,               0.003301
                    206,                 1.4447,                      1,                 1.1759,                0.69306,                0.77395,                0.72079,                0.45946,                 1.4074,                 1.3744,                 1.0723,               0.003268,               0.003268,               0.003268
                    207,                 1.4543,                0.99931,                 1.1689,                0.69179,                0.77367,                 0.7195,                0.45879,                 1.4085,                 1.3726,                 1.0721,               0.003235,               0.003235,               0.003235
                    208,                 1.4487,                0.98952,                 1.1721,                0.69156,                0.77258,                0.71949,                0.45897,                 1.4091,                 1.3735,                 1.0721,               0.003202,               0.003202,               0.003202
                    209,                 1.4513,                0.98822,                 1.1771,                0.69202,                0.77203,                0.71982,                0.45919,                 1.4086,                 1.3728,                 1.0722,               0.003169,               0.003169,               0.003169
                    210,                 1.4613,                 1.0045,                 1.1828,                 0.6924,                0.77095,                0.71977,                0.45956,                 1.4096,                 1.3726,                 1.0725,               0.003136,               0.003136,               0.003136
                    211,                 1.4425,                0.98328,                 1.1708,                0.69527,                0.76986,                 0.7203,                 0.4602,                   1.41,                 1.3712,                 1.0724,               0.003103,               0.003103,               0.003103
                    212,                 1.4652,                0.99874,                  1.185,                0.69619,                0.77049,                0.72016,                0.46036,                 1.4102,                 1.3706,                 1.0723,                0.00307,                0.00307,                0.00307
                    213,                 1.4551,                0.99752,                 1.1715,                0.69645,                 0.7704,                0.72084,                0.46051,                 1.4099,                 1.3724,                 1.0725,               0.003037,               0.003037,               0.003037
                    214,                 1.4564,                0.99646,                 1.1757,                0.69573,                0.76883,                0.72122,                0.45988,                 1.4107,                 1.3735,                 1.0723,               0.003004,               0.003004,               0.003004
                    215,                 1.4351,                0.98969,                 1.1594,                 0.6972,                0.76931,                0.72136,                0.46021,                 1.4112,                 1.3701,                 1.0725,               0.002971,               0.002971,               0.002971
                    216,                 1.4566,                0.98755,                 1.1719,                0.69913,                0.76714,                0.72135,                0.45968,                 1.4109,                 1.3706,                 1.0722,               0.002938,               0.002938,               0.002938
                    217,                 1.4584,                  1.002,                 1.1719,                0.69872,                0.76986,                0.72163,                0.45991,                 1.4104,                  1.371,                 1.0723,               0.002905,               0.002905,               0.002905
                    218,                 1.4517,                0.99288,                  1.173,                0.69837,                0.76986,                0.72141,                0.45993,                 1.4094,                 1.3706,                 1.0719,               0.002872,               0.002872,               0.002872
                    219,                 1.4674,                0.99184,                 1.1764,                0.70027,                0.76877,                 0.7216,                0.46026,                 1.4091,                 1.3699,                  1.072,               0.002839,               0.002839,               0.002839
                    220,                 1.4418,                0.97525,                 1.1702,                0.69674,                0.77149,                0.72177,                0.46004,                 1.4088,                 1.3701,                 1.0719,               0.002806,               0.002806,               0.002806
                    221,                 1.4415,                 0.9847,                 1.1741,                0.69515,                0.77166,                0.72148,                0.45985,                 1.4087,                 1.3681,                 1.0715,               0.002773,               0.002773,               0.002773
                    222,                 1.4552,                 1.0024,                 1.1827,                0.70037,                0.76811,                0.72229,                0.45991,                 1.4094,                 1.3679,                 1.0716,                0.00274,                0.00274,                0.00274
                    223,                 1.4357,                0.98384,                   1.17,                0.69817,                 0.7704,                 0.7218,                0.45947,                 1.4096,                 1.3674,                 1.0716,               0.002707,               0.002707,               0.002707
                    224,                 1.4315,                0.97399,                 1.1639,                0.69952,                0.76755,                0.72164,                0.45975,                 1.4088,                 1.3675,                 1.0714,               0.002674,               0.002674,               0.002674
                    225,                 1.4414,                0.99319,                 1.1726,                0.69703,                0.77105,                0.72124,                0.45951,                 1.4093,                 1.3685,                 1.0714,               0.002641,               0.002641,               0.002641
                    226,                 1.4243,                0.97878,                 1.1699,                0.69644,                 0.7704,                0.72165,                0.45968,                 1.4084,                 1.3691,                  1.071,               0.002608,               0.002608,               0.002608
                    227,                 1.4421,                0.98003,                 1.1645,                0.69729,                0.77095,                0.72195,                 0.4601,                 1.4085,                 1.3679,                 1.0711,               0.002575,               0.002575,               0.002575
                    228,                 1.4371,                0.97842,                 1.1611,                0.69653,                0.77049,                0.72193,                0.46092,                 1.4077,                 1.3651,                  1.071,               0.002542,               0.002542,               0.002542
                    229,                 1.4498,                0.98299,                 1.1747,                0.69829,                0.76939,                0.72197,                 0.4611,                 1.4081,                 1.3654,                 1.0712,               0.002509,               0.002509,               0.002509
                    230,                 1.4457,                0.99231,                 1.1735,                 0.7004,                0.77095,                0.72197,                 0.4612,                 1.4071,                 1.3677,                 1.0711,               0.002476,               0.002476,               0.002476
                    231,                 1.4475,                0.97601,                 1.1656,                0.69874,                0.77104,                0.72255,                  0.461,                 1.4083,                  1.366,                 1.0712,               0.002443,               0.002443,               0.002443
                    232,                  1.428,                0.96379,                 1.1667,                0.70054,                0.77149,                0.72258,                0.46188,                 1.4081,                 1.3665,                 1.0717,                0.00241,                0.00241,                0.00241
                    233,                  1.447,                0.98147,                 1.1712,                0.70033,                0.77203,                0.72197,                0.46123,                 1.4084,                 1.3664,                 1.0716,               0.002377,               0.002377,               0.002377
                    234,                 1.4103,                0.94499,                 1.1545,                0.69909,                0.77105,                0.72182,                0.46121,                 1.4083,                 1.3667,                 1.0712,               0.002344,               0.002344,               0.002344
                    235,                 1.4258,                0.97535,                  1.161,                0.69978,                0.77258,                0.72201,                 0.4612,                 1.4083,                 1.3669,                 1.0716,               0.002311,               0.002311,               0.002311
                    236,                 1.4203,                0.95745,                 1.1617,                0.69905,                0.77215,                 0.7217,                0.46094,                 1.4085,                 1.3675,                 1.0714,               0.002278,               0.002278,               0.002278
                    237,                 1.4406,                0.97161,                  1.162,                0.69932,                0.77258,                0.72161,                0.46095,                 1.4083,                 1.3684,                 1.0717,               0.002245,               0.002245,               0.002245
                    238,                   1.43,                 0.9762,                 1.1609,                0.69937,                0.77312,                0.72184,                0.46117,                 1.4092,                 1.3693,                 1.0715,               0.002212,               0.002212,               0.002212
                    239,                 1.4253,                0.97146,                 1.1644,                0.70124,                0.77367,                0.72243,                 0.4612,                  1.408,                 1.3693,                 1.0713,               0.002179,               0.002179,               0.002179
                    240,                 1.4276,                0.96661,                 1.1605,                0.69927,                0.77367,                0.72253,                0.46113,                 1.4078,                 1.3699,                 1.0712,               0.002146,               0.002146,               0.002146
                    241,                 1.4323,                0.97217,                 1.1584,                0.69823,                0.77367,                0.72261,                0.46102,                 1.4069,                 1.3707,                  1.071,               0.002113,               0.002113,               0.002113
                    242,                 1.4286,                0.95899,                 1.1581,                0.69857,                0.77367,                0.72268,                0.46097,                 1.4063,                 1.3713,                 1.0705,                0.00208,                0.00208,                0.00208
                    243,                 1.4307,                0.97108,                 1.1614,                0.69959,                0.77287,                0.72314,                0.46124,                 1.4068,                 1.3703,                 1.0714,               0.002047,               0.002047,               0.002047
                    244,                  1.424,                0.96056,                 1.1602,                0.69808,                0.77312,                0.72276,                0.46102,                 1.4064,                   1.37,                  1.071,               0.002014,               0.002014,               0.002014
                    245,                 1.4003,                0.94184,                 1.1458,                0.69754,                0.77367,                0.72322,                 0.4612,                  1.406,                 1.3738,                 1.0709,               0.001981,               0.001981,               0.001981
                    246,                 1.4229,                0.95728,                 1.1602,                0.69898,                0.77258,                 0.7235,                0.46134,                  1.407,                 1.3728,                  1.071,               0.001948,               0.001948,               0.001948
                    247,                 1.4175,                0.95387,                 1.1479,                0.69939,                0.77312,                0.72323,                0.46095,                 1.4072,                 1.3747,                 1.0713,               0.001915,               0.001915,               0.001915
                    248,                 1.4234,                0.95364,                 1.1591,                0.69832,                0.77452,                0.72397,                0.46141,                 1.4065,                 1.3742,                 1.0712,               0.001882,               0.001882,               0.001882
                    249,                 1.4178,                 0.9588,                 1.1588,                0.69825,                0.77367,                 0.7244,                0.46155,                 1.4068,                 1.3737,                 1.0711,               0.001849,               0.001849,               0.001849
                    250,                 1.4055,                0.93893,                 1.1472,                0.69756,                0.77367,                0.72329,                0.46176,                 1.4064,                 1.3766,                 1.0708,               0.001816,               0.001816,               0.001816
                    251,                 1.4148,                0.95097,                 1.1522,                0.69851,                0.77312,                0.72292,                0.46194,                 1.4067,                 1.3754,                 1.0709,               0.001783,               0.001783,               0.001783
                    252,                 1.4028,                0.94483,                 1.1458,                0.69757,                0.77367,                0.72333,                0.46212,                  1.407,                 1.3765,                 1.0711,                0.00175,                0.00175,                0.00175
                    253,                 1.4288,                0.95968,                 1.1582,                0.69472,                0.77584,                0.72323,                0.46253,                 1.4067,                 1.3809,                 1.0711,               0.001717,               0.001717,               0.001717
                    254,                 1.4131,                0.96037,                 1.1557,                0.69794,                0.77439,                 0.7236,                0.46294,                 1.4067,                 1.3788,                 1.0711,               0.001684,               0.001684,               0.001684
                    255,                  1.412,                0.95405,                 1.1558,                0.69711,                0.77384,                 0.7229,                 0.4627,                 1.4064,                 1.3778,                 1.0707,               0.001651,               0.001651,               0.001651
                    256,                 1.4091,                0.94212,                  1.156,                0.69668,                0.77802,                0.72428,                 0.4633,                 1.4064,                  1.379,                 1.0708,               0.001618,               0.001618,               0.001618
                    257,                 1.3926,                0.93694,                 1.1466,                0.69826,                0.77431,                0.72461,                0.46311,                 1.4069,                 1.3774,                 1.0705,               0.001585,               0.001585,               0.001585
                    258,                 1.4031,                0.93131,                 1.1461,                0.69789,                0.77547,                0.72382,                0.46284,                 1.4072,                 1.3794,                 1.0707,               0.001552,               0.001552,               0.001552
                    259,                 1.3811,                0.92449,                 1.1417,                0.69742,                0.77693,                0.72439,                0.46278,                  1.407,                  1.379,                 1.0706,               0.001519,               0.001519,               0.001519
                    260,                 1.3962,                0.94638,                 1.1475,                0.69659,                0.77639,                 0.7245,                0.46312,                 1.4067,                 1.3801,                 1.0708,               0.001486,               0.001486,               0.001486
                    261,                 1.3893,                0.90992,                 1.1459,                0.69599,                0.77725,                0.72438,                0.46303,                 1.4061,                 1.3803,                 1.0702,               0.001453,               0.001453,               0.001453
                    262,                 1.3917,                0.92282,                 1.1387,                0.69633,                0.77724,                0.72434,                 0.4629,                  1.406,                 1.3805,                 1.0703,                0.00142,                0.00142,                0.00142
                    263,                 1.3919,                0.93746,                 1.1398,                0.69783,                0.77777,                0.72399,                0.46205,                 1.4063,                  1.382,                 1.0706,               0.001387,               0.001387,               0.001387
                    264,                 1.3917,                0.92604,                 1.1449,                0.69704,                0.77802,                0.72356,                0.46183,                 1.4062,                  1.382,                 1.0706,               0.001354,               0.001354,               0.001354
                    265,                 1.3877,                0.92739,                 1.1434,                0.69559,                0.77802,                0.72394,                0.46279,                  1.406,                 1.3841,                 1.0701,               0.001321,               0.001321,               0.001321
                    266,                 1.3964,                0.93758,                 1.1442,                0.69611,                0.77802,                0.72407,                0.46211,                 1.4058,                 1.3801,                 1.0703,               0.001288,               0.001288,               0.001288
                    267,                 1.3839,                0.91772,                 1.1362,                0.69632,                0.77596,                0.72345,                0.46266,                 1.4057,                 1.3811,                 1.0702,               0.001255,               0.001255,               0.001255
                    268,                 1.3885,                0.93384,                 1.1398,                 0.6973,                0.77748,                0.72394,                 0.4626,                 1.4061,                 1.3814,                 1.0697,               0.001222,               0.001222,               0.001222
                    269,                 1.3739,                0.91179,                 1.1392,                0.69813,                 0.7753,                0.72413,                0.46333,                 1.4058,                 1.3814,                 1.0699,               0.001189,               0.001189,               0.001189
                    270,                  1.377,                0.90901,                 1.1395,                  0.697,                0.77595,                0.72395,                0.46217,                 1.4067,                 1.3814,                 1.0703,               0.001156,               0.001156,               0.001156
                    271,                 1.3878,                0.92348,                 1.1408,                0.69689,                 0.7743,                 0.7244,                0.46363,                 1.4059,                 1.3807,                 1.0702,               0.001123,               0.001123,               0.001123
                    272,                 1.3817,                0.92515,                 1.1481,                0.69627,                0.77453,                0.72332,                0.46293,                 1.4064,                 1.3821,                 1.0701,                0.00109,                0.00109,                0.00109
                    273,                 1.3784,                0.90787,                 1.1399,                0.69617,                 0.7754,                0.72341,                  0.463,                 1.4056,                  1.383,                 1.0697,               0.001057,               0.001057,               0.001057
                    274,                  1.373,                0.91461,                 1.1375,                0.69712,                0.77263,                0.72315,                0.46302,                 1.4056,                 1.3819,                 1.0699,               0.001024,               0.001024,               0.001024
                    275,                 1.3704,                0.91131,                 1.1309,                0.69712,                0.77263,                0.72456,                0.46409,                 1.4052,                 1.3824,                 1.0698,               0.000991,               0.000991,               0.000991
                    276,                 1.3912,                0.92456,                 1.1409,                0.69717,                0.77421,                0.72419,                0.46314,                 1.4051,                 1.3837,                 1.0698,               0.000958,               0.000958,               0.000958
                    277,                 1.3738,                0.90499,                 1.1296,                0.69834,                0.77312,                0.72472,                0.46372,                 1.4045,                 1.3839,                 1.0696,               0.000925,               0.000925,               0.000925
                    278,                 1.3654,                0.89105,                 1.1285,                0.69996,                0.77298,                0.72515,                0.46335,                 1.4032,                 1.3842,                 1.0692,               0.000892,               0.000892,               0.000892
                    279,                 1.3695,                0.90527,                 1.1319,                0.69953,                0.77312,                0.72503,                0.46311,                 1.4033,                 1.3849,                 1.0692,               0.000859,               0.000859,               0.000859
                    280,                 1.3699,                0.92052,                 1.1364,                0.69936,                0.77332,                0.72487,                0.46338,                  1.403,                  1.388,                  1.069,               0.000826,               0.000826,               0.000826
                    281,                 1.3621,                0.90973,                 1.1353,                0.69976,                0.77351,                0.72516,                0.46377,                 1.4028,                 1.3878,                 1.0685,               0.000793,               0.000793,               0.000793
                    282,                   1.38,                0.91388,                 1.1372,                 0.6999,                0.77367,                0.72537,                0.46415,                 1.4021,                 1.3892,                 1.0684,                0.00076,                0.00076,                0.00076
                    283,                  1.389,                0.93137,                  1.147,                 0.7003,                0.77295,                0.72525,                0.46415,                 1.4014,                 1.3891,                 1.0679,               0.000727,               0.000727,               0.000727
                    284,                 1.3757,                0.91856,                 1.1383,                0.69947,                0.77203,                0.72532,                0.46389,                 1.4025,                  1.388,                 1.0687,               0.000694,               0.000694,               0.000694
                    285,                 1.3688,                0.90112,                 1.1292,                0.70086,                0.77203,                0.72536,                0.46399,                 1.4021,                 1.3884,                 1.0684,               0.000661,               0.000661,               0.000661
                    286,                 1.3579,                0.90398,                 1.1283,                0.70049,                 0.7724,                0.72521,                0.46435,                 1.4011,                 1.3899,                 1.0676,               0.000628,               0.000628,               0.000628
                    287,                  1.358,                  0.908,                 1.1292,                0.70056,                0.77203,                0.72485,                0.46407,                 1.4021,                 1.3896,                 1.0682,               0.000595,               0.000595,               0.000595
                    288,                 1.3663,                0.90499,                 1.1338,                0.70047,                0.77232,                0.72485,                0.46486,                 1.4015,                 1.3889,                 1.0683,               0.000562,               0.000562,               0.000562
                    289,                  1.352,                0.88508,                 1.1233,                0.70225,                0.77203,                0.72477,                0.46472,                 1.4019,                   1.39,                 1.0682,               0.000529,               0.000529,               0.000529
                    290,                 1.3756,                 0.9143,                 1.1338,                0.70168,                0.77203,                0.72468,                 0.4647,                  1.401,                 1.3911,                 1.0681,               0.000496,               0.000496,               0.000496
                    291,                 1.2114,                 0.7053,                 1.0605,                0.70045,                0.77223,                0.72508,                0.46463,                 1.4009,                 1.3905,                 1.0678,               0.000463,               0.000463,               0.000463
                    292,                 1.1918,                0.67884,                 1.0463,                0.70111,                0.77258,                0.72471,                0.46443,                 1.4024,                 1.3888,                 1.0687,                0.00043,                0.00043,                0.00043
                    293,                  1.206,                 0.6986,                 1.0623,                0.70217,                0.77258,                0.72458,                0.46462,                 1.4021,                 1.3867,                 1.0681,               0.000397,               0.000397,               0.000397
                    294,                 1.2016,                0.68859,                 1.0564,                0.70323,                0.77258,                 0.7249,                0.46458,                 1.4014,                 1.3857,                 1.0681,               0.000364,               0.000364,               0.000364
                    295,                 1.1822,                0.66534,                 1.0534,                0.70378,                0.77203,                0.72469,                0.46453,                 1.4009,                 1.3836,                  1.068,               0.000331,               0.000331,               0.000331
                    296,                 1.1911,                0.67185,                 1.0563,                0.70378,                0.77203,                0.72486,                0.46455,                 1.4009,                 1.3845,                  1.068,               0.000298,               0.000298,               0.000298
                    297,                 1.1873,                0.67636,                 1.0478,                0.70055,                0.77367,                0.72484,                 0.4645,                 1.4011,                 1.3828,                  1.068,               0.000265,               0.000265,               0.000265
                    298,                 1.1835,                0.66815,                 1.0495,                0.70463,                0.77258,                0.72501,                0.46471,                 1.4005,                 1.3833,                 1.0677,               0.000232,               0.000232,               0.000232
                    299,                 1.1837,                0.67264,                 1.0515,                0.70462,                0.77258,                0.72528,                 0.4646,                 1.4001,                 1.3822,                 1.0678,               0.000199,               0.000199,               0.000199
                    300,                 1.1906,                 0.6771,                 1.0547,                 0.7004,                0.77421,                0.72559,                0.46517,                 1.3996,                 1.3818,                 1.0677,               0.000166,               0.000166,               0.000166
