                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    104,                 1.0767,                 1.9925,                0.88046,                 1.0053,                0.84273,                  0.731,                 0.8193,                0.59185,                0.82099,                0.68269,                0.76772,                0.48551,                0.94845,                 1.8108,                0.69642,                0.95609,               0.006634,               0.006634,               0.006634
                    105,                 1.0698,                 2.0091,                0.87776,                 1.0054,                 0.8563,                0.73261,                0.82547,                0.59742,                0.84394,                0.68725,                0.78104,                 0.4936,                0.94219,                 1.8235,                0.69116,                0.95237,               0.006601,               0.006601,               0.006601
                    106,                 1.0777,                 2.0028,                0.88079,                 1.0054,                 0.8445,                0.71978,                0.81961,                  0.594,                0.84005,                0.66949,                0.76902,                0.48827,                0.94075,                  1.816,                0.69181,                0.95241,               0.006568,               0.006568,               0.006568
                    107,                 1.0748,                 1.9947,                0.87478,                 1.0081,                0.84044,                0.73144,                0.82116,                0.60127,                0.81884,                0.68986,                0.77512,                0.49611,                0.91798,                 1.8206,                0.67511,                0.94798,               0.006535,               0.006535,               0.006535
                    108,                 1.0735,                   1.98,                 0.8841,                 1.0042,                0.86098,                0.71978,                0.81945,                0.59613,                0.83302,                0.68131,                0.77139,                0.49177,                0.92794,                 1.8462,                0.69492,                0.94588,               0.006502,               0.006502,               0.006502
                    109,                 1.0731,                 1.9866,                0.87409,                 1.0068,                0.83504,                0.73572,                0.81951,                 0.5942,                0.82414,                0.68117,                0.76769,                 0.4853,                0.93894,                 1.8344,                0.70716,                 0.9504,               0.006469,               0.006469,               0.006469
                    110,                  1.072,                 1.9976,                0.87762,                 1.0053,                 0.8475,                0.73866,                0.82551,                0.60217,                0.83856,                0.68869,                0.77729,                0.48895,                0.94039,                 1.8301,                0.67971,                0.94979,               0.006436,               0.006436,               0.006436
                    111,                 1.0702,                 1.9952,                0.87353,                 1.0029,                0.84181,                 0.7425,                0.82292,                0.60004,                 0.8315,                0.69427,                0.78173,                0.50041,                0.93862,                  1.822,                0.67864,                0.95282,               0.006403,               0.006403,               0.006403
                    112,                 1.0656,                 1.9854,                0.87182,                 1.0046,                0.84511,                 0.7396,                0.82607,                0.60123,                0.82548,                0.69856,                0.78148,                0.49619,                0.92882,                  1.793,                0.67957,                 0.9455,                0.00637,                0.00637,                0.00637
                    113,                  1.059,                 1.9685,                0.87177,                 1.0022,                0.83736,                0.73438,                0.82247,                0.60373,                0.82267,                0.69057,                0.77818,                0.49978,                0.92491,                  1.816,                0.67599,                0.94606,               0.006337,               0.006337,               0.006337
                    114,                 1.0588,                 1.9584,                0.86211,                  1.004,                0.83804,                0.74116,                0.82259,                0.59835,                 0.8274,                0.68749,                0.77268,                0.48926,                0.93712,                 1.8203,                0.68156,                0.95151,               0.006304,               0.006304,               0.006304
                    115,                 1.0559,                 1.9631,                0.85783,                 0.9991,                0.84808,                  0.729,                0.82692,                0.60085,                0.82437,                0.69258,                0.77779,                0.49758,                0.93382,                 1.7998,                0.66566,                   0.95,               0.006271,               0.006271,               0.006271
                    116,                 1.0595,                 1.9743,                0.87194,                 1.0023,                0.84606,                0.74119,                0.82842,                0.60993,                0.82305,                0.69141,                0.77946,                0.50276,                0.91459,                 1.7925,                0.66749,                0.94453,               0.006238,               0.006238,               0.006238
                    117,                 1.0563,                 1.9805,                 0.8596,                 1.0005,                0.84471,                0.73222,                0.82636,                0.60737,                0.83503,                0.68854,                0.77921,                 0.5008,                0.91721,                 1.7939,                0.66772,                0.94344,               0.006205,               0.006205,               0.006205
                    118,                 1.0618,                 1.9709,                0.86502,                 1.0026,                0.85331,                0.73727,                 0.8283,                0.60164,                0.83359,                0.68519,                0.77514,                 0.4922,                0.93542,                 1.8377,                0.67532,                 0.9503,               0.006172,               0.006172,               0.006172
                    119,                 1.0658,                 1.9675,                 0.8619,                  1.004,                0.85689,                0.73727,                0.82666,                0.60356,                0.83116,                0.69451,                0.78373,                0.50096,                0.93587,                 1.8171,                0.66792,                0.95009,               0.006139,               0.006139,               0.006139
                    120,                 1.0635,                 1.9756,                0.86418,                 1.0026,                0.85899,                0.73629,                 0.8307,                0.60592,                0.84059,                0.69996,                0.78942,                0.50567,                0.92307,                 1.8077,                0.66372,                0.94949,               0.006106,               0.006106,               0.006106
                    121,                 1.0584,                 1.9799,                0.86691,                 1.0033,                0.85823,                0.73874,                0.83004,                0.60701,                0.83337,                0.70346,                0.78497,                0.50261,                0.92661,                 1.7973,                0.66145,                 0.9454,               0.006073,               0.006073,               0.006073
                    122,                 1.0673,                 1.9822,                0.86516,                  1.004,                0.84935,                0.73999,                0.82709,                0.60163,                0.83269,                0.69102,                0.78047,                0.49373,                 0.9352,                 1.8224,                0.66225,                0.95229,                0.00604,                0.00604,                0.00604
                    123,                  1.059,                 1.9718,                0.85683,                  1.001,                0.85629,                0.73872,                0.83485,                0.60832,                0.84198,                0.68869,                0.78049,                 0.4977,                 0.9211,                 1.7911,                0.66116,                0.94359,               0.006007,               0.006007,               0.006007
                    124,                 1.0479,                 1.9305,                0.84871,                0.99445,                0.85774,                0.74051,                0.83151,                0.60669,                 0.8334,                0.69491,                0.78324,                0.49976,                0.93171,                 1.8205,                0.66574,                0.94519,               0.005974,               0.005974,               0.005974
                    125,                 1.0545,                  1.961,                 0.8583,                0.99943,                0.86063,                0.74398,                0.83518,                0.61229,                0.84051,                0.69957,                0.78509,                0.50347,                0.91771,                 1.7984,                0.65957,                0.94223,               0.005941,               0.005941,               0.005941
                    126,                   1.06,                 1.9616,                 0.8621,                 1.0007,                 0.8571,                0.73921,                0.83498,                0.61125,                0.85787,                0.68092,                0.78529,                0.50074,                0.92857,                 1.8147,                0.65329,                0.94793,               0.005908,               0.005908,               0.005908
                    127,                 1.0484,                 1.9501,                0.85018,                 0.9973,                0.87489,                0.73111,                0.83605,                0.61155,                0.85965,                0.68561,                0.78554,                0.50391,                0.91684,                 1.7934,                0.65111,                0.94613,               0.005875,               0.005875,               0.005875
                    128,                 1.0569,                 1.9704,                0.85822,                 1.0019,                0.85662,                0.74582,                0.83404,                0.61162,                 0.8445,                0.70113,                0.78914,                0.51193,                 0.9174,                 1.7698,                0.64988,                 0.9465,               0.005842,               0.005842,               0.005842
                    129,                 1.0609,                 1.9584,                0.85146,                0.99824,                0.85707,                0.74543,                0.83368,                 0.6145,                0.84172,                0.69238,                0.78528,                0.50738,                0.90701,                 1.7647,                0.64672,                0.94308,               0.005809,               0.005809,               0.005809
                    130,                 1.0529,                 1.9631,                0.85078,                 1.0013,                 0.8452,                0.74893,                0.83563,                0.61178,                0.84086,                0.69646,                0.78769,                0.50603,                 0.9075,                 1.7851,                0.65113,                0.94244,               0.005776,               0.005776,               0.005776
                    131,                 1.0462,                 1.9479,                0.84507,                0.99478,                0.85423,                0.74854,                0.83213,                0.61064,                0.83136,                0.70657,                0.78845,                0.50565,                0.90767,                 1.7887,                   0.65,                0.94146,               0.005743,               0.005743,               0.005743
                    132,                 1.0469,                 1.9457,                0.84705,                0.99525,                0.84139,                0.75243,                0.83237,                0.61012,                0.84242,                0.70346,                0.79209,                0.50676,                0.90955,                 1.7769,                 0.6541,                0.94001,                0.00571,                0.00571,                0.00571
                    133,                 1.0444,                 1.9266,                0.84235,                0.99293,                0.85003,                0.74349,                0.83116,                0.60989,                0.82882,                0.70569,                0.78763,                0.50484,                0.90634,                 1.7732,                0.65358,                0.93999,               0.005677,               0.005677,               0.005677
                    134,                 1.0427,                 1.9445,                0.84904,                0.99551,                 0.8644,                0.73579,                0.83534,                0.61409,                0.85628,                0.69235,                0.79231,                0.51194,                0.90519,                 1.7731,                0.64255,                0.93978,               0.005644,               0.005644,               0.005644
                    135,                 1.0527,                 1.9551,                0.84546,                 1.0005,                0.85248,                0.74543,                0.83162,                0.60834,                 0.8532,                0.68869,                0.78524,                0.50729,                0.91088,                 1.7858,                 0.6496,                 0.9451,               0.005611,               0.005611,               0.005611
                    136,                 1.0443,                  1.952,                0.84745,                0.99646,                0.85441,                0.73921,                0.83382,                0.61177,                0.83737,                0.69569,                0.78693,                0.50815,                 0.9046,                 1.7867,                 0.6464,                0.94272,               0.005578,               0.005578,               0.005578
                    137,                  1.054,                 1.9427,                0.84561,                 0.9964,                0.86674,                0.72799,                0.83299,                0.61336,                0.84014,                 0.6904,                0.78821,                0.50829,                0.90534,                 1.7825,                 0.6509,                  0.943,               0.005545,               0.005545,               0.005545
                    138,                 1.0361,                 1.9309,                0.83974,                0.99166,                0.84447,                0.74915,                0.83228,                0.61179,                 0.8404,                0.68869,                0.78577,                0.50515,                0.90728,                 1.7893,                0.65124,                 0.9413,               0.005512,               0.005512,               0.005512
                    139,                 1.0433,                 1.9475,                0.84372,                0.99768,                0.84825,                0.75168,                0.83604,                0.61428,                0.83062,                0.69996,                0.78797,                0.50691,                 0.8975,                 1.7729,                 0.6461,                0.93946,               0.005479,               0.005479,               0.005479
                    140,                 1.0449,                 1.9495,                0.84736,                0.99593,                0.85373,                0.74402,                0.83384,                0.61478,                0.84784,                0.69083,                 0.7864,                0.50785,                0.90197,                 1.7813,                 0.6478,                0.93897,               0.005446,               0.005446,               0.005446
                    141,                 1.0439,                   1.96,                  0.841,                0.99666,                0.84578,                0.75241,                0.83363,                0.61549,                0.86479,                0.68357,                0.78722,                0.50875,                 0.9055,                 1.7763,                0.63574,                0.94141,               0.005413,               0.005413,               0.005413
                    142,                 1.0389,                 1.9462,                0.83823,                0.99614,                0.84833,                0.74782,                0.83432,                 0.6162,                0.85088,                0.69491,                0.78983,                0.51316,                0.90403,                  1.771,                 0.6374,                0.94091,                0.00538,                0.00538,                0.00538
                    143,                 1.0426,                 1.9408,                0.83965,                0.99364,                0.85079,                0.74815,                0.83572,                0.61682,                0.83348,                0.70615,                0.78854,                0.50918,                0.90393,                 1.7644,                0.63279,                0.94065,               0.005347,               0.005347,               0.005347
                    144,                 1.0423,                 1.9421,                0.83983,                0.99342,                0.85757,                0.74582,                0.83764,                0.61728,                0.82878,                0.71007,                0.78881,                0.50909,                0.90449,                  1.768,                0.63543,                0.93972,               0.005314,               0.005314,               0.005314
                    145,                 1.0422,                 1.9465,                0.83497,                 0.9904,                0.85529,                0.74699,                0.83769,                 0.6179,                 0.8461,                0.69491,                0.79186,                0.51077,                0.89656,                 1.7702,                0.63473,                0.93977,               0.005281,               0.005281,               0.005281
                    146,                 1.0406,                 1.9441,                0.84357,                0.99449,                0.85108,                0.74631,                0.83642,                0.61709,                 0.8383,                0.69714,                0.78735,                0.50753,                0.89788,                 1.7661,                0.63636,                0.94028,               0.005248,               0.005248,               0.005248
                    147,                 1.0418,                 1.9277,                0.83728,                0.99576,                 0.8516,                0.74777,                0.83631,                0.61701,                0.85344,                0.69258,                0.78961,                0.51152,                 0.8981,                 1.7603,                0.63891,                0.94135,               0.005215,               0.005215,               0.005215
                    148,                 1.0328,                 1.9209,                0.83296,                0.99401,                0.84344,                0.75321,                0.83762,                0.61779,                0.83843,                0.69379,                0.78721,                0.51028,                0.89972,                 1.7547,                 0.6348,                0.94472,               0.005182,               0.005182,               0.005182
                    149,                 1.0339,                 1.9279,                0.83535,                0.99133,                0.85596,                0.75058,                0.83909,                0.61964,                0.83915,                0.69545,                0.78532,                 0.5095,                0.89764,                 1.7604,                0.63601,                0.94224,               0.005149,               0.005149,               0.005149
                    150,                 1.0265,                 1.9156,                0.82726,                0.98766,                0.86034,                0.74777,                0.83838,                0.61808,                0.85067,                0.68855,                0.78446,                0.50704,                0.89602,                  1.765,                0.63665,                0.94135,               0.005116,               0.005116,               0.005116
                    151,                 1.0327,                  1.926,                 0.8406,                0.99336,                0.86404,                0.75282,                0.84266,                 0.6197,                0.83484,                0.70331,                0.79226,                0.50795,                0.90025,                 1.7637,                0.63595,                0.94119,               0.005083,               0.005083,               0.005083
                    152,                 1.0295,                 1.9215,                0.82246,                0.98876,                0.87421,                0.73471,                0.83927,                0.61707,                0.84651,                 0.6945,                0.79028,                0.50957,                0.90512,                 1.7593,                0.63785,                0.94205,                0.00505,                0.00505,                0.00505
                    153,                 1.0266,                 1.9023,                0.82651,                0.99065,                0.86129,                0.75292,                0.84192,                0.62002,                0.84069,                0.70113,                0.79007,                 0.5091,                0.90022,                 1.7544,                0.63356,                0.93983,               0.005017,               0.005017,               0.005017
                    154,                 1.0334,                 1.9172,                0.83155,                0.99047,                0.86689,                0.74971,                0.84195,                0.61935,                0.84226,                0.70347,                0.79233,                0.51378,                0.89872,                 1.7505,                0.63007,                0.94028,               0.004984,               0.004984,               0.004984
                    155,                 1.0389,                 1.9326,                0.82995,                0.99119,                0.85577,                0.74699,                0.83893,                 0.6191,                0.85809,                0.68791,                0.78851,                0.50912,                0.89548,                 1.7503,                0.63518,                0.94016,               0.004951,               0.004951,               0.004951
                    156,                 1.0293,                 1.9308,                0.82657,                0.99181,                0.85773,                0.75049,                0.84028,                0.61989,                0.86516,                0.68575,                0.78969,                0.51186,                0.89614,                 1.7493,                0.63363,                0.94052,               0.004918,               0.004918,               0.004918
                    157,                 1.0293,                 1.9301,                0.82978,                0.98895,                0.86466,                0.74984,                0.84168,                0.62213,                 0.8592,                0.69492,                0.79244,                0.51471,                0.89174,                 1.7465,                0.62763,                0.93848,               0.004885,               0.004885,               0.004885
                    158,                 1.0287,                 1.9132,                0.82822,                0.99029,                0.85463,                0.75476,                0.84429,                0.62278,                0.84766,                0.69763,                0.78983,                0.51315,                0.89131,                 1.7501,                0.62774,                0.93882,               0.004852,               0.004852,               0.004852
                    159,                 1.0374,                 1.9428,                0.83416,                0.99481,                0.85935,                0.74971,                0.84218,                0.62329,                0.85072,                0.69646,                0.79126,                0.51438,                0.88445,                 1.7398,                0.62548,                0.93712,               0.004819,               0.004819,               0.004819
                    160,                  1.029,                 1.9262,                0.82792,                0.99026,                0.85534,                0.75632,                0.84303,                0.62294,                0.84395,                 0.6988,                0.79096,                0.51453,                 0.8861,                 1.7436,                 0.6278,                0.93718,               0.004786,               0.004786,               0.004786
                    161,                 1.0278,                 1.9402,                0.82619,                0.98993,                0.85943,                0.75797,                0.84436,                0.62279,                0.84137,                0.70385,                0.79282,                0.51538,                0.89072,                 1.7519,                0.62863,                0.93852,               0.004753,               0.004753,               0.004753
                    162,                  1.027,                 1.8975,                0.81622,                0.98413,                0.85228,                0.75748,                0.84535,                0.62235,                0.83585,                0.70254,                0.78855,                0.51336,                0.88812,                 1.7539,                0.63143,                0.93732,                0.00472,                0.00472,                0.00472
                    163,                 1.0344,                  1.937,                0.83069,                0.99088,                0.86024,                0.74815,                0.84391,                0.62472,                0.84216,                0.69802,                0.79192,                0.51481,                0.88535,                 1.7533,                 0.6264,                0.93709,               0.004687,               0.004687,               0.004687
                    164,                 1.0281,                 1.9172,                 0.8185,                0.99238,                0.84334,                0.76098,                0.84369,                0.62483,                0.84594,                0.70229,                0.79267,                0.51501,                 0.8884,                 1.7527,                0.62579,                0.93862,               0.004654,               0.004654,               0.004654
                    165,                 1.0296,                 1.9242,                0.82299,                0.98924,                0.85846,                0.75826,                0.84367,                0.62444,                0.83194,                0.71201,                0.79306,                0.51587,                0.88997,                 1.7509,                0.62619,                 0.9373,               0.004621,               0.004621,               0.004621
                    166,                 1.0311,                  1.926,                0.82507,                0.98888,                0.86096,                0.75748,                0.84495,                0.62509,                0.83365,                0.70895,                0.79162,                0.51637,                0.88783,                 1.7455,                0.62552,                 0.9356,               0.004588,               0.004588,               0.004588
                    167,                 1.0257,                 1.9171,                0.81978,                0.99095,                  0.856,                0.76007,                  0.844,                 0.6238,                0.83701,                0.70655,                0.79088,                0.51616,                0.89094,                  1.748,                0.62891,                0.93611,               0.004555,               0.004555,               0.004555
                    168,                 1.0195,                 1.9077,                0.80885,                0.98468,                0.86227,                0.75917,                0.84419,                0.62549,                0.83901,                0.70893,                0.79378,                0.51655,                0.88772,                 1.7462,                0.62545,                 0.9351,               0.004522,               0.004522,               0.004522
                    169,                 1.0215,                 1.9097,                0.82199,                0.98956,                0.85832,                 0.7558,                0.84246,                0.62551,                0.82641,                0.72056,                0.79542,                 0.5183,                0.88796,                 1.7445,                0.62466,                0.93604,               0.004489,               0.004489,               0.004489
                    170,                 1.0244,                 1.9021,                0.82133,                0.98927,                0.86085,                0.75554,                0.84263,                 0.6265,                0.82632,                0.71318,                0.79509,                0.51852,                0.88377,                 1.7399,                0.62384,                0.93524,               0.004456,               0.004456,               0.004456
                    171,                 1.0167,                 1.8989,                0.80751,                0.98738,                0.86188,                0.75243,                0.84216,                0.62599,                 0.8302,                0.71395,                0.79504,                0.51812,                0.88399,                 1.7448,                 0.6237,                0.93488,               0.004423,               0.004423,               0.004423
                    172,                 1.0204,                 1.9076,                0.81958,                0.98644,                0.86151,                0.75126,                0.84294,                0.62509,                0.83463,                0.71007,                0.79469,                0.51648,                0.88259,                 1.7388,                0.62628,                0.93499,                0.00439,                0.00439,                0.00439
                    173,                 1.0185,                 1.8974,                0.81193,                0.98768,                0.86171,                0.75076,                0.84342,                0.62599,                0.83644,                0.70462,                0.79316,                0.51684,                0.87997,                 1.7338,                0.62748,                0.93423,               0.004357,               0.004357,               0.004357
                    174,                 1.0002,                 1.8568,                0.79889,                0.97702,                0.86103,                0.75515,                0.84462,                0.62551,                0.83721,                0.70462,                 0.7935,                0.51553,                 0.8782,                 1.7337,                0.62652,                0.93461,               0.004324,               0.004324,               0.004324
                    175,                 1.0142,                 1.9101,                0.81534,                0.98591,                0.86069,                 0.7516,                  0.845,                0.62656,                0.84427,                0.70163,                0.79403,                0.51452,                0.87755,                 1.7334,                0.62629,                0.93513,               0.004291,               0.004291,               0.004291
                    176,                 1.0216,                  1.915,                0.81692,                0.98687,                0.86767,                0.74665,                0.84472,                0.62641,                0.84924,                0.70307,                0.79476,                0.51683,                0.87797,                 1.7331,                0.62298,                0.93657,               0.004258,               0.004258,               0.004258
                    177,                 1.0125,                 1.8892,                0.80961,                0.98429,                0.86038,                0.75049,                 0.8442,                 0.6288,                0.84503,                0.70385,                0.79318,                0.51693,                0.87645,                 1.7327,                0.62018,                0.93586,               0.004225,               0.004225,               0.004225
                    178,                 1.0161,                 1.8989,                0.81139,                0.98774,                0.86045,                0.75968,                0.84591,                0.62802,                0.83228,                0.71165,                0.79483,                0.51788,                0.87801,                 1.7317,                0.61949,                0.93551,               0.004192,               0.004192,               0.004192
                    179,                 1.0032,                 1.8886,                0.80516,                0.98002,                0.85973,                0.75992,                0.84566,                0.62757,                0.83996,                 0.7089,                0.79765,                0.51768,                0.88021,                 1.7348,                0.62016,                 0.9353,               0.004159,               0.004159,               0.004159
                    180,                 1.0181,                 1.9029,                 0.8072,                0.98422,                0.85903,                0.75981,                0.84712,                0.62912,                0.82351,                0.72522,                0.79914,                0.52008,                0.87593,                 1.7342,                0.61698,                0.93358,               0.004126,               0.004126,               0.004126
                    181,                 1.0122,                 1.8862,                 0.8088,                 0.9834,                0.86351,                0.75488,                0.84608,                0.62785,                0.84552,                0.71045,                0.80001,                0.51896,                0.87805,                 1.7362,                0.61795,                 0.9336,               0.004093,               0.004093,               0.004093
                    182,                  1.016,                 1.8943,                0.80844,                0.98656,                0.86147,                0.75892,                0.84722,                 0.6295,                0.84856,                 0.7089,                0.79905,                0.52026,                 0.8781,                 1.7315,                0.61705,                0.93411,                0.00406,                0.00406,                0.00406
                    183,                 1.0131,                 1.8927,                0.80446,                0.98351,                0.86361,                0.75632,                  0.848,                 0.6294,                0.84733,                0.71084,                0.79927,                0.51935,                0.87761,                   1.73,                0.61659,                0.93337,               0.004027,               0.004027,               0.004027
                    184,                 1.0052,                 1.8717,                0.79828,                0.98271,                0.87379,                0.74802,                0.84797,                0.62948,                0.85217,                0.71434,                0.80133,                0.51787,                0.87539,                 1.7282,                0.61415,                0.93213,               0.003994,               0.003994,               0.003994
                    185,                 1.0103,                 1.8686,                0.79853,                0.98275,                0.87591,                0.75087,                0.84791,                0.62992,                0.85084,                0.71045,                 0.8001,                0.51893,                0.87362,                 1.7311,                0.61445,                0.93144,               0.003961,               0.003961,               0.003961
                    186,                 1.0097,                 1.8853,                0.80255,                0.98123,                0.87184,                0.75354,                0.84973,                0.62999,                0.84045,                0.71654,                0.80104,                0.52038,                0.87359,                 1.7301,                 0.6139,                0.93124,               0.003928,               0.003928,               0.003928
                    187,                 0.9926,                 1.8578,                0.79664,                 0.9774,                0.87089,                0.75204,                0.84964,                0.63015,                0.84108,                0.71628,                0.80167,                0.52131,                0.87334,                 1.7272,                0.61295,                0.93117,               0.003895,               0.003895,               0.003895
                    188,                 1.0021,                 1.8624,                0.79707,                 0.9804,                0.87266,                0.75321,                0.84959,                 0.6311,                0.84904,                0.71395,                0.80314,                0.52184,                0.87152,                 1.7243,                0.61242,                0.93028,               0.003862,               0.003862,               0.003862
                    189,                  1.004,                  1.862,                 0.7937,                 0.9802,                0.87507,                 0.7536,                0.84978,                0.63226,                0.84551,                0.71356,                0.80217,                0.52226,                0.86997,                 1.7248,                0.61219,                0.92909,               0.003829,               0.003829,               0.003829
                    190,                0.99826,                 1.8625,                0.78695,                0.97899,                0.87383,                0.75321,                 0.8496,                0.63115,                0.84666,                 0.7124,                0.80093,                0.52153,                 0.8699,                 1.7274,                 0.6118,                0.92943,               0.003796,               0.003796,               0.003796
                    191,                 1.0045,                 1.8704,                0.80186,                0.98089,                0.86991,                0.75942,                0.85066,                0.63249,                 0.8502,                0.71007,                0.80113,                0.52163,                0.86787,                 1.7261,                0.61181,                0.92897,               0.003763,               0.003763,               0.003763
                    192,                0.99942,                 1.8633,                  0.791,                0.97862,                0.86986,                0.75554,                0.85079,                0.63353,                0.84868,                0.70843,                0.80224,                0.52018,                 0.8691,                 1.7276,                0.61017,                0.92887,                0.00373,                0.00373,                0.00373
                    193,                0.99982,                 1.8527,                 0.7908,                0.98006,                0.87297,                0.75316,                0.85089,                0.63346,                0.85317,                 0.7054,                0.80173,                0.51969,                0.86838,                 1.7246,                0.61034,                0.92874,               0.003697,               0.003697,               0.003697
                    194,                 1.0137,                 1.8976,                0.80595,                0.98314,                0.86978,                0.75476,                0.84914,                0.63217,                0.84357,                 0.7124,                0.80084,                0.52022,                0.86825,                 1.7264,                0.61063,                0.92905,               0.003664,               0.003664,               0.003664
                    195,                 1.0039,                 1.8669,                0.79311,                0.97998,                0.85932,                0.76203,                0.84929,                0.63288,                0.84697,                0.70553,                0.80074,                0.52096,                0.86799,                 1.7262,                0.60983,                0.92975,               0.003631,               0.003631,               0.003631
                    196,                 1.0048,                 1.8759,                0.79376,                0.98099,                0.85934,                0.76487,                0.85114,                 0.6332,                0.84792,                 0.7086,                0.80121,                0.52132,                0.86653,                 1.7277,                0.60855,                0.92964,               0.003598,               0.003598,               0.003598
                    197,                0.99872,                 1.8725,                0.79822,                0.98088,                0.86134,                0.76046,                0.84939,                0.63227,                0.84836,                0.70735,                0.80061,                0.52162,                0.86677,                 1.7295,                0.60861,                0.92993,               0.003565,               0.003565,               0.003565
                    198,                0.98714,                 1.8649,                0.78839,                0.97485,                0.86049,                0.76409,                0.85037,                0.63318,                0.84421,                0.70974,                0.80051,                0.52044,                0.86599,                 1.7309,                0.60822,                0.92984,               0.003532,               0.003532,               0.003532
                    199,                0.99793,                 1.8694,                0.79541,                0.97727,                0.85507,                0.76525,                0.84922,                0.63377,                0.84801,                0.70907,                0.80041,                0.52155,                0.86478,                 1.7314,                0.60801,                0.92901,               0.003499,               0.003499,               0.003499
                    200,                 1.0003,                 1.8765,                0.79426,                0.98189,                0.85776,                0.76253,                0.84835,                0.63249,                0.84612,                0.71045,                 0.8007,                0.52089,                0.86591,                 1.7304,                0.60735,                0.92971,               0.003466,               0.003466,               0.003466
                    201,                 1.0003,                   1.86,                0.78513,                0.97609,                0.85695,                0.76215,                0.84787,                0.63264,                0.84345,                0.70851,                0.79822,                0.52065,                0.86615,                 1.7303,                0.60655,                0.92978,               0.003433,               0.003433,               0.003433
                    202,                0.99858,                 1.8494,                0.78688,                0.97938,                0.84828,                0.76992,                0.84858,                0.63322,                0.84742,                0.70586,                0.79891,                0.52031,                0.86582,                 1.7305,                0.60693,                0.92898,                 0.0034,                 0.0034,                 0.0034
                    203,                0.99621,                 1.8692,                0.78645,                0.97713,                 0.8527,                0.76759,                0.84928,                0.63382,                0.84475,                 0.7089,                0.80082,                0.52173,                0.86469,                 1.7283,                0.60715,                0.92893,               0.003367,               0.003367,               0.003367
                    204,                 1.0003,                 1.8765,                0.79616,                0.97795,                 0.8521,                0.77248,                0.84989,                0.63393,                 0.8404,                0.71201,                0.80082,                0.52162,                0.86408,                 1.7261,                0.60686,                 0.9287,               0.003334,               0.003334,               0.003334
                    205,                0.99275,                 1.8601,                0.78174,                0.97927,                0.85215,                0.76875,                0.84922,                0.63317,                0.83644,                0.71156,                 0.7992,                0.52034,                0.86455,                 1.7257,                0.60902,                0.92902,               0.003301,               0.003301,               0.003301
                    206,                0.99794,                 1.8744,                  0.789,                0.97634,                0.85141,                0.77108,                 0.8496,                0.63358,                0.84028,                0.71473,                0.80134,                0.52157,                0.86494,                 1.7236,                0.60875,                0.92935,               0.003268,               0.003268,               0.003268
                    207,                 0.9912,                   1.85,                0.78261,                0.97507,                 0.8512,                0.76875,                0.84935,                0.63267,                0.84106,                 0.7124,                0.80033,                0.52053,                0.86658,                 1.7246,                0.60875,                0.92906,               0.003235,               0.003235,               0.003235
                    208,                0.98125,                  1.844,                 0.7743,                0.97299,                0.85766,                0.76578,                0.84961,                0.63261,                0.83869,                0.71533,                0.80008,                0.51947,                0.86741,                 1.7229,                0.60927,                0.92961,               0.003202,               0.003202,               0.003202
                    209,                0.99491,                  1.873,                0.78361,                0.97918,                 0.8587,                0.76331,                 0.8497,                0.63355,                0.83401,                0.72095,                0.80224,                0.51996,                 0.8674,                 1.7218,                0.60767,                 0.9301,               0.003169,               0.003169,               0.003169
                    210,                0.98965,                 1.8363,                0.78123,                0.97615,                0.86106,                0.76331,                  0.849,                0.63351,                0.83537,                0.72211,                0.80286,                0.52072,                0.86781,                 1.7211,                0.60855,                0.92998,               0.003136,               0.003136,               0.003136
                    211,                 0.9917,                  1.845,                0.78361,                0.97721,                0.85735,                0.76382,                0.84899,                0.63382,                0.83681,                0.71944,                0.80166,                0.51943,                0.86831,                 1.7207,                0.60728,                0.93016,               0.003103,               0.003103,               0.003103
                    212,                 0.9932,                 1.8639,                0.78724,                 0.9807,                0.85602,                0.76331,                0.84824,                 0.6341,                0.83764,                0.72095,                 0.8015,                0.52008,                0.86748,                 1.7207,                0.60624,                0.93056,                0.00307,                0.00307,                0.00307
                    213,                 0.9951,                 1.8684,                0.78113,                0.97761,                0.85697,                0.76146,                0.84921,                0.63413,                0.83252,                0.72059,                0.80155,                0.52001,                0.86785,                 1.7204,                0.60594,                0.93028,               0.003037,               0.003037,               0.003037
                    214,                0.98373,                 1.8198,                0.77221,                0.97284,                0.85501,                0.76253,                 0.8486,                0.63411,                0.83256,                0.72095,                0.80149,                0.52055,                0.86846,                 1.7201,                0.60476,                0.93052,               0.003004,               0.003004,               0.003004
                    215,                0.98003,                 1.8405,                0.77361,                0.97395,                0.85908,                0.76176,                0.84919,                0.63463,                0.83135,                0.72095,                0.80195,                0.52069,                0.86887,                 1.7197,                  0.605,                0.93104,               0.002971,               0.002971,               0.002971
                    216,                0.97793,                 1.8321,                0.76714,                0.97088,                0.85881,                0.76292,                0.84908,                0.63491,                0.82998,                0.72284,                0.80185,                0.52156,                0.86819,                 1.7172,                0.60533,                0.93023,               0.002938,               0.002938,               0.002938
